region,anzsic_descriptor,anzsic_descriptor2,category,gas,units,magnitude,year,data_val
Bay of Plenty,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1518.63
Bay of Plenty,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1545.11
Bay of Plenty,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1588.85
Bay of Plenty,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1700.04
Bay of Plenty,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1612.74
Bay of Plenty,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1617.96
Bay of Plenty,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,1556.73
Bay of Plenty,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,1651.89
Bay of Plenty,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,1610.7
Bay of Plenty,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,1671.6
Canterbury,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,6914.09
Canterbury,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,6650.55
Canterbury,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,6683.49
Canterbury,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,6707.78
Canterbury,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,7047.65
Canterbury,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,7535.83
Canterbury,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,7936.62
Canterbury,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,7847.86
Canterbury,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,7603.44
Canterbury,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,7567.7
Canterbury,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,7769.81
Canterbury,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,8068.65
Canterbury,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,7887.06
Canterbury,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,8065.05
Canterbury,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,8382.22
Gisborne,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1280.44
Gisborne,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1256.83
Gisborne,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1155.5
Gisborne,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1159.91
Gisborne,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1195.47
Gisborne,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1203.08
Gisborne,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1195.68
Gisborne,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1244.48
Gisborne,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1128.27
Gisborne,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1149.59
Gisborne,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1100.63
Gisborne,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,1142.96
Gisborne,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,1110.96
Gisborne,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,1109.3
Gisborne,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,1162.69
Hawke's Bay,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,2556.64
Hawke's Bay,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,2740.98
Hawke's Bay,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,2535.75
Hawke's Bay,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,2559.1
Hawke's Bay,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,2540.47
Hawke's Bay,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,2541.35
Hawke's Bay,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,2406.96
Hawke's Bay,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,2378.86
Hawke's Bay,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,2429.9
Hawke's Bay,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,2400.78
Hawke's Bay,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,2328.12
Hawke's Bay,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,2352.24
Hawke's Bay,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,2415.7
Hawke's Bay,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,2187.51
Hawke's Bay,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,2267.95
Manawatu-Whanganui,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,4975.17
Manawatu-Whanganui,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,4618.31
Manawatu-Whanganui,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,4610.71
Manawatu-Whanganui,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,4751.17
Manawatu-Whanganui,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,4750.3
Manawatu-Whanganui,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,4736.33
Manawatu-Whanganui,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,4612.45
Manawatu-Whanganui,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,4710.36
Manawatu-Whanganui,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,4720.62
Manawatu-Whanganui,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,4725.23
Manawatu-Whanganui,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,4584.88
Manawatu-Whanganui,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,4697.21
Manawatu-Whanganui,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,4634.62
Manawatu-Whanganui,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,4548.65
Manawatu-Whanganui,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,4617.1
Marlborough,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,522.2
Marlborough,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,525
Marlborough,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,502.14
Marlborough,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,485.5
Marlborough,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,475.06
Marlborough,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,534.63
Marlborough,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,513.61
Marlborough,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,557.54
Marlborough,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,482.18
Marlborough,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,477.66
Marlborough,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,489.35
Marlborough,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,499.39
Marlborough,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,523.16
Marlborough,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,567.22
Marlborough,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,531.19
Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,173.35
Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,186.73
Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,169.6
Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,154.37
Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,156.53
Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,159.6
Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,157
Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,168.41
Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,148.96
Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,120.04
Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,96.99
Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,126.49
Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,145
Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,149.99
Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,128.42
Northland,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,2373.55
Northland,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,2420.44
Northland,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,2354.37
Northland,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,2227.06
Northland,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,2229.72
Northland,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,2267.46
Northland,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,2271.22
Northland,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,2062.52
Northland,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,2213.89
Northland,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,2275.59
Northland,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,2225.43
Northland,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,2195.61
Northland,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,2102.71
Northland,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,2040.27
Northland,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,2005.79
Otago,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,3642.59
Otago,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,3477.45
Otago,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,3547.46
Otago,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,3541.38
Otago,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,3672.93
Otago,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,3853.49
